english,chinese,category
harmony,n. 与……协调一致；和谐,六级
reconcile,v. 使和好；调解,六级
way,n. 方式,六级
propel,v. 推进；推动,六级
prolong,v. 延长；拖延,六级
explosive,a. 爆炸的；极易引起争论的,四级
tidy,a. 整洁的；整齐的,四级
encounter,vt./n. 遭遇；遭到,四级
moist,a. 潮湿,四级
budget,n. 预算,六级
dumb,a. 哑的；沉默的,四级
prominent,a. 突出的,四级
larva,n.幼虫,雅思
ruin,v. 毁坏；破坏 n. 毁灭；[pl.]废墟,四级
insight,n. 理解；洞察力,六级
justify,v. 证明……是正当的；为……辩护,雅思
extinct,a. 绝灭的；熄灭的,四级
positive,n.确实；正数 adj.明确的；有益的；乐观的,雅思
domestic,a. 本国的；国内的；家用的；家庭的,四级
improve,v. 改善；改进,雅思
justify,v. 证明……是正当的；为……辩护,雅思
necessity,n. 必需品；必要性,四级
reservation,n. 预订,六级
average,α.一般的；普通的,六级
rival,n. 竞争对手,六级
exclusive,α. 独有的；排他的,六级
stationary,α. 固定的,六级
neutral,a. 中立的；中性的,四级
render,vt. 使得；致使,四级
temple,n. 庙宇,四级
compulsory,α. 强迫的；强制的；义务的,六级
spreadsheet,n.电子制表软件,雅思
advertise,v. 为...做广告,四级
substance,n. 物质；实质,四级
damage,n. 损坏,六级
destructive,α. 毁灭的,六级
equation,n. 方程（式）,四级
restrict,v. 限制；约束,雅思
humor,n. 情绪；心境,六级
arbitrary,a. 随意的；未断的,四级
award,vt. 授予；判给; n. 奖品；奖金,四级
vain,n. 徒劳；白费,四级
commentary,α. 实况报道,六级
volunteer,n. 志愿者; v. 自愿（做）,四级
ruin,v. 毁坏；破坏 n. 毁灭；[pl.]废墟,四级
undergo,v. 经历；遭受,四级
threshold,n. 开端；入口,六级
dealing,n.行为； 交易,雅思
provide,v.提供,雅思
deviate,v. (使)背离；(使)偏离,六级
optimize,v. 优化；改进,雅思
competition,n. 竞争；比赛,四级
route,n. 路；路线；航线,四级
electronic,adj.电子的,雅思
inevitable,a. 不可避免的,四级
fact,n.事实；论据,雅思
naive,α. 言行自然而天真的；质朴的,六级
reveal,v. 揭示；透露,雅思
versatile,α. 多才多艺的,六级
unify,v. 统一；使成为一体,雅思
sorrow,n. 悲哀；悲痛,四级
individual,a. 个别的；单独的 n. 个人；个体,四级
purchase,vt.购买 n.购买,雅思
monitor,v. 检测；监测,六级
applaud,v. 赞扬；称赞,六级
data,n. 数据；资料,四级
optics,n. （单、复数同形）光学,四级
provide,v.提供,雅思
unexpectedly,ad. 意外地,六级
stationary,α. 固定的,六级
naval,a. 海军的,四级
medium,a. 中等的；适中的; n. 媒介物；新闻媒介,四级
ultimate,a. 极端的；最大的；最终的 n. 极端,四级
limitation,n. 局限性；缺点,六级
enhance,v. 提高；增加,六级
view,v. 视为；看做,六级
trap,n. 陷阱；圈套 v. 设陷阱捕捉,四级
allege,v. 断言；宣称,六级
purchase,v. 购买,雅思
insignificant,a. 无意义的；无足轻重的；无价值的,四级
negative,n.否定； 负数 adj.否定的； 消极的； 负的 vt.否定； 拒绝(接受),雅思
instinct,n. 本能；直觉,六级
larva,n.幼虫,雅思
version,n. 版本；译本；说法,四级
community,n. 社区；社会,四级
temptation,n. 诱惑；引诱,四级
alternate,v. 交替；轮流,六级
fraction,n. 小部分；一点,六级
aware,a. 意识到,四级
blast,n. 爆炸；气流 vi. 炸；炸掉,四级
stability,n. 稳定(性)；稳固,六级
profit,n. 利润；益处； v. 有益于；有利于,四级
trap,n. 陷阱；圈套 v. 设陷阱捕捉,四级
stale,a. 不新鲜的；陈腐的,四级
electronic,adj.电子的,雅思
abundant,adj. 丰富的；大量的,雅思
acute,α.敏锐的；锋利的,六级
awful,a. 极坏的；威严的；可怕的,四级
vacuum,n. 真空；真空吸尘器,四级
personnel,n. [总称]人员；员工；人事部门,四级
blur,v. 使模糊不清,雅思
commence,v. 开始,六级
petrol,n. 汽油,四级
prohibit,vt. 禁止；不准,四级
humble,a. 谦逊的；谦虚的,四级
evoke,v. 引起；唤起,六级
comply,v. 遵守,六级
confidential,α. 机密的；秘密的,六级
nuclear,a. 核子的；核能的,四级
deprive,v. 剥夺；夺去,雅思
appoint,vt. 任命；委派,四级
portion,n. 一部分,四级
rescue,v. 营救；救援,六级
cruise,v. 航行；漫游,六级
resume,v. 重新开始；继续,六级
authentic,α.可靠的；可信的,六级
waist,n. 腰；腰部,四级
predecessor,n. 前任；原有的事物,六级
clue,n. 线索；提示,四级
originate,v. 首创；起源,六级
threshold,n. 开端；入口,六级
commence,v. 开始,六级
fundamental,adj. 基本的；根本的,雅思
arise,vi. 产生；出现；发生；起身,四级
humor,n. 情绪；心境,六级
alcohol,n. 含酒精的饮料；酒精,四级
aware,a. 意识到,四级
vain,a. 徒劳的；无效的,四级
supervise,v. 监督；管理,雅思
startlingly,ad. 惊人地,六级
advertise,v. 为...做广告,四级
confident,adj. 自信的；确信的,雅思
victim,n. 牺牲品；受害者,四级
competent,a. 有能力的；能胜任的,四级
scratch,v./n. 抓；搔；扒,四级
strategic,a. 战略（上）的；关键的,四级
regulate,vt. 管理；调节,四级
obscure,a. 阴暗；模糊,四级
acquaint,v. 熟悉；认识,六级
transform,v. 转变；改变,雅思
disguise,v. 假扮；伪装,六级
approach,v. 靠近；接近; n. 途径；方式,四级
transport,vt. 运输；运送 n. 运输；运输工具,四级
breed,n. 种；品种 v. 繁殖；产仔,四级
achieve,vt.完成； 达到,雅思
fundamental,adj.基础的 n.基本原则； 基本原理,雅思
confident,adj. 自信的；确信的,雅思
regulate,vt. 管理；调节,四级
involve,v. 涉及；包含,雅思
foundation,n.基础； 建立； 基金,雅思
respectable,α. 可尊敬的,六级
conceive,v. 想出；设想,六级
way,n. 方式,六级
function,v. 功能；作用,雅思
virtually,adv.事实上,雅思
resort,v. 求助；凭借；诉诸,六级
pattern,n. 模式,六级
advantageous,adj.有利的,雅思
factual,adj.事实的； 实际的,雅思
inherent,α. 固有的；生来的,六级
scan,vt. 细看；扫描；浏览,四级
necessity,n. 必需品；必要性,四级
focus,v. （使）聚集 n. 焦点；中心；聚焦,四级
deprive,v. 剥夺,六级
geology,n. 地质学,四级
terminate,v. 终止；结束,六级
unique,a. 唯一的；独特的,四级
swallow,v. 吞下；咽下 n. 燕子,四级
recognize,v. 认出；识别,雅思
exclaim,v. 呼喊；欢呼,六级
underlying,α. 潜在的,六级
consistent,α. 和……一致,六级
manipulate,v. 操控；操作,雅思
substitute,v. 代替；替换,雅思
convey,v. 表达；传达,六级
eliminate,v. 消除,六级
fuse,n. 保险丝,六级
alcohol,n. 含酒精的饮料；酒精,四级
talent,n. 才能；天资；人才,四级
universal,a. 普遍的；通用的；宇宙的,四级
expand,v. 扩大；扩张；展开；膨胀,四级
dedicate,v. 奉献；献身；致力于,六级
delay,vt./n. 推迟；延误；耽搁,四级
essence,n. 本质,六级
dumb,a. 哑的；沉默的,四级
electricity,n.电； 电学,雅思
transmit,v. 传播；播送；传递,四级
the Pacific Ocean,太平洋,四级
pattern,n. 模式,六级
subtract,v. 减（去）,四级
surface,n. 表面,六级
original,α. 原先的；最早的,六级
undertake,vt. 承担；着手做；同意；答应,四级
legislation,n. 立法；法律,六级
obstacle,n. 障碍（物）；妨碍,四级
feedback,n. 反馈,雅思
advocate,n. 提倡者；拥护者,六级
shift,n.改变；轮班 vt.改变； 变速,雅思
moisture,n. 潮湿,四级
prospect,n. 前景；可能性,六级
tedious,a. 乏味道；单调的,四级
deliberately,ad. 故意；有意地,六级
monitor,v. 检测；监测,六级
expend,v. 消费,四级
bargain,n. 便宜货 vi. 讨价还价,四级
limitation,n. 局限性；缺点,六级
vanish,vi. 消灭；不见,四级
balcony,n. 阳台,四级
obtain,v. 获得；得到,雅思
decline,v. 下降；减少,六级
appreciate,vt. 重视；赏识；欣赏,四级
identify,v. 认出；确认,六级
distress,n. 痛苦；悲伤; vt. 使痛苦,四级
abundant,a. 丰富的；充裕的；大量的,四级
exaggerate,v. 夸大；夸张,四级
offend,v. 冒犯；触犯,四级
inherent,α. 固有的；生来的,六级
enroll,v. 使成为……的成员；注册,六级
fragile,adj.易碎的； 脆的,雅思
conform,v. 符合；遵守；适应,六级
forbid,vt. 不许；禁止,四级
revenge,v. 报仇；报复,六级
incentive,n.动机 adj.激励的,雅思
intentionally,ad. 有意地；故意地,六级
reflection,n. 反映；表现,六级
excess,n. 过分；过量；过剩,四级
dominate,v. 统治；支配,雅思
intend,v. 意欲,六级
transmit,v. 传播；播送；传递,四级
allege,v. 断言；宣称,六级
interfere,v. 干涉；干扰；妨碍,四级
hierarchy,n.层次；层级,雅思
substance,n. 物质；实质,四级
chronic,α.慢性的,六级
restrain,vt. 阻止；抑制,四级
emotional,a. 感情的；情绪（上）的,四级
intrinsic,α. 固有的；本质的；内在的,六级
routine,n. 常规；惯例；例行公事,六级
enroll,v. 使成为……的成员；注册,六级
deny,v. 否认,六级
version,n. 版本；译本；说法,四级
prospect,n. 前景；可能性,六级
region,n. 地区；范围；幅度,四级
fatal,α. 致命的；毁灭性的,六级
incredible,α. 难以置信的,六级
assemble,v. 集合；聚集,六级
predecessor,n. 前任；原有的事物,六级
appropriate,a. 适当的,四级
nucleus,n. 核,四级
conservative,α. 保守的；传统的,六级
vacuum,n. 真空；真空吸尘器,四级
equivalent,α. 相等的,六级
nonsense,n. 胡说；冒失的行动,四级
indignant,α. 生气的；愤怒的,六级
larvae,n. larva的复数,雅思
collection,n.收藏； 搜集品； 捐款,雅思
manifestation,n. 表现(形式),六级
dash,vi. 猛冲；飞奔,四级
current,α. 当前的,六级
indigenous,adj.本土的,雅思
feeding,n.吃； 输送 adj.给食的； 饲用的,雅思
duplicate,v. 复制；重复,六级
arithmetic,n. 算术,四级
conservative,α. 保守的；传统的,六级
impact,n. 影响；作用,雅思
informant,n.通知的人；被调查的人,雅思
derive,v. 得来；得到,六级
stability,n. 稳定(性)；稳固,六级
protest,v. 抗议；反对,六级
cliff,n. 悬崖；峭壁,四级
eliminate,v. 消除,六级
organ,n. 器官；风琴,四级
fundamental,adj. 基本的；根本的,雅思
explore,v. 勘探,四级
inaccessible,α. 不可接近的；难以达到的,六级
expend,v. 消费,四级
distribute,vt. 分发,四级
recognize,v. 认出；识别,雅思
waist,n. 腰；腰部,四级
sheer,α. 完全的；十足的,六级
personnel,n. [总称]人员；员工；人事部门,四级
infectious,α. 传染的；传染性的,六级
refresh,v. 提神；使清新,六级
vain,a. 徒劳的；无效的,四级
commence,v. 开始,六级
trivial,α. 琐碎的；不重要的,六级
inferior,α. 地位较低的；较差的,六级
tiny,adj.很少的； 微小的,雅思
optimistically,ad. 乐观地,六级
focus,v. （使）聚集 n. 焦点；中心；聚焦,四级
indicate,v. 指示；表明,雅思
purchase,v. 购买,雅思
decline,v. 下降；减少,六级
infectious,α. 传染的；传染性的,六级
appeal,n./vi. 呼吁；恳求,四级
identify,v. 识别；认出,雅思
collaborate,v. 合著；合作,六级
greasy,α. 油腻的,六级
comment,n./vt. 评论,四级
deviate,v. (使)背离；(使)偏离,六级
information,n.通知； 信息,雅思
remedy,n./vt. 补救；医治；治疗,四级
transition,n. 过渡；转变,六级
vivid,a. 生动的,四级
device,n. 装置；设备,四级
vacant,a. 空的；未占用的,四级
reject,v. 拒绝；否决,雅思
omit,vt. 省略,四级
secure,a. 安全的；可靠的,四级
descend,v. 下来；下去,六级
interpret,v. 解释；说明,六级
spread,n.展开； 传播； 分布 v.展开； 传播,雅思
expansion,n. 扩大；扩充；发展；膨胀,四级
overlap,v. 部分重叠,六级
capable,adj. 有能力的；能干的,雅思
individual,a. 个别的；单独的 n. 个人；个体,四级
fashion,n. 方式；样子,六级
insignificant,a. 无意义的；无足轻重的；无价值的,四级
equation,n. 方程（式）,四级
larvae,n. larva的复数,雅思
remain,v. 停留；依旧是,六级
comedy,n. 喜剧,四级
adequate,a. 适当地；足够,四级
decline,v. 下降；减少,六级
feedback,n. 反馈,雅思
inspection,n. 检查；视察,六级
involve,v. 涉及；包含,雅思
distinguish,v. 区分；辨别,雅思
unique,a. 唯一的；独特的,四级
wagon,n. 四轮马车；铁路货车,四级
universe,n. 宇宙,四级
advance,n.前进； 提升； 预付款 v.前进； 提前 adj. 预先的；预付(款项),雅思
immerse,v. 使浸没,六级
optimistically,ad. 乐观地,六级
interfere,v. 妨碍；干涉,雅思
persistent,α. 坚持不懈的,六级
derive,v. 得来；得到,六级
complement,v. 与……结合；补充,六级
annoy,v. 惹恼；烦扰,雅思
avenue,n. 林荫道；大街,四级
deliberately,ad. 深思熟虑地；审慎地,六级
consolidate,v. 巩固,六级
scale,n. 大小；规模；等级；刻度,四级
inspirational,α. 灵感的,六级
ascend,v. 上升；攀登,六级
prestige,n. 威信；威望,六级
decade,n. 十年,四级
grand,a. 宏伟大；壮丽的；重大的,四级
debate,n. 争论；辩论,六级
deceive,v. 欺骗；哄骗,六级
expenditure,n. 开支,六级
furnish,v. 配备；装饰,六级
strategic,a. 战略（上）的；关键的,四级
moist,a. 潮湿,四级
ascend,v. 上升；攀登,六级
refute,v. 证明……不对(是错误的)；驳诉,六级
exploit,v. 剥削；利用；开采,四级
maximum,a. 最高的；最大的 n.,四级
advertisement,n. 广告,四级
prominent,α. 突出的；杰出的,六级
pastime,n. 消遣；娱乐,六级
modify,v. 修改；更改,雅思
accumulate,v. 积累；积聚,雅思
audio,a. 听觉,四级
tolerance,n. 容忍；忍耐力,六级
naive,α. 言行自然而天真的；质朴的,六级
remote,a. 遥远的；偏僻的,四级
equipment,n.设备,雅思
interfere,v. 妨碍；干涉,雅思
religious,a. 宗教的,四级
underlying,α. 潜在的,六级
adhere,vi. 粘附；附着；遵守；坚持,四级
videotape,n. 录像磁带 v. 把...录在录像带上,四级
continuous,a. 继续的；连续（不断）的,四级
initial,adj.最初的； 词首的 n.词首大写字母,雅思
obtain,v. 获得；得到,雅思
subordinate,α. 次要的；从属的,六级
capability,n. 能力；才能,六级
figure,n. 数字；图形；外形 vt.描绘；演算；认为,雅思
the Antarctic Ocean,南冰洋,四级
dash,vi. 猛冲；飞奔,四级
extraordinary,adj.特别的,雅思
spot,n. 地点；斑点; vt. 认出；发现；玷污,四级
relevant,α. 与……有关的,六级
interfere,v. 干涉；干扰；妨碍,四级
casual,a. 偶然的；碰巧的；临时的；非正式的,四级
reflection,n. 反映；表现,六级
priority,n. 优先(权),六级
ban,vt. 取缔；禁止,四级
denial,n. 否认；否定；拒绝给与(正义；权利),六级
repetition,n. 重复；反复,四级
preside,v. 主持,六级
illustrate,v. 举例说明；阐明,雅思
tackle,v. 解决；处理,六级
coach,n. 教练；长途公共汽车,四级
vain,n. 徒劳；白费,四级
deprive,v. 剥夺,六级
decent,α. 体面的；像样的；还不错的,六级
boundary,n. 分界线；边界,四级
poverty,n. 贫穷,四级
protest,v. 抗议；反对,六级
refresh,v. 提神；使清新,六级
feeding,n.吃； 输送 adj.给食的； 饲用的,雅思
feedback,n. 反馈,雅思
column,n. 柱；圆柱；栏；专栏,四级
triumphantly,ad. (欣喜)胜利地；成功地,六级
evoke,v. 引起；唤起,六级
variation,n. 变化；变动,六级
naive,α. 言行自然而天真的；质朴的,六级
